"komentar","cleaned_text","casefolded","tokens","normalized","stopword_removed","stemmed","cleaned","label"
"Bentuk dan ukuran: Ukuran pesen Saize 42 tp yg dateng 40, dan bahan juga agak berat bawahnya g mpuk atw lentur.","Bentuk dan ukuran Ukuran pesen Saize 42 tp yg dateng 40 dan bahan juga agak berat bawahnya g mpuk atw lentur","bentuk dan ukuran ukuran pesen saize 42 tp yg dateng 40 dan bahan juga agak berat bawahnya g mpuk atw lentur","['bentuk', 'dan', 'ukuran', 'ukuran', 'pesen', 'saize', '42', 'tp', 'yg', 'dateng', '40', 'dan', 'bahan', 'juga', 'agak', 'berat', 'bawahnya', 'g', 'mpuk', 'atw', 'lentur']","['bentuk', 'dan', 'ukuran', 'ukuran', 'pesen', 'saize', '42', 'tapi', 'yang', 'dateng', '40', 'dan', 'bahan', 'juga', 'agak', 'berat', 'bawahnya', 'g', 'mpuk', 'atw', 'lentur']","['bentuk', 'ukuran', 'ukuran', 'pesen', 'saize', '42', 'dateng', '40', 'bahan', 'berat', 'bawahnya', 'mpuk', 'atw', 'lentur']","['bentuk', 'ukur', 'ukur', 'sen', 'saize', '42', 'dateng', '40', 'bahan', 'berat', 'bawah', 'mpuk', 'atw', 'lentur']","bentuk ukur ukur sen saize 42 dateng 40 bahan berat bawah mpuk atw lentur",""
"Sudah di terima kirim cepat produck & kwalitas sesuai harga semoga lem kuat tidak gampang jebol","Sudah di terima kirim cepat produck kwalitas sesuai harga semoga lem kuat tidak gampang jebol","sudah di terima kirim cepat produck kwalitas sesuai harga semoga lem kuat tidak gampang jebol","['sudah', 'di', 'terima', 'kirim', 'cepat', 'produck', 'kwalitas', 'sesuai', 'harga', 'semoga', 'lem', 'kuat', 'tidak', 'gampang', 'jebol']","['sudah', 'di', 'terima', 'kirim', 'cepat', 'produck', 'kwalitas', 'sesuai', 'harga', 'semoga', 'lem', 'kuat', 'tidak', 'gampang', 'jebol']","['terima', 'kirim', 'cepat', 'produck', 'kwalitas', 'sesuai', 'harga', 'semoga', 'lem', 'kuat', 'gampang', 'jebol']","['terima', 'kirim', 'cepat', 'produck', 'kwalitas', 'sesuai', 'harga', 'moga', 'lem', 'kuat', 'gampang', 'jebol']","terima kirim cepat produck kwalitas sesuai harga moga lem kuat gampang jebol",""
"Lumayan untuk harga segitu,sedikit sobek tp masih bisa di pakai Bentuk dan ukuran: .ukuran pas Daya tahan pakai: Mudah'' awet,belum di pakai Pengiriman cepat","Lumayan untuk harga segitu sedikit sobek tp masih bisa di pakai Bentuk dan ukuran ukuran pas Daya tahan pakai Mudah awet belum di pakai Pengiriman cepat","lumayan untuk harga segitu sedikit sobek tp masih bisa di pakai bentuk dan ukuran ukuran pas daya tahan pakai mudah awet belum di pakai pengiriman cepat","['lumayan', 'untuk', 'harga', 'segitu', 'sedikit', 'sobek', 'tp', 'masih', 'bisa', 'di', 'pakai', 'bentuk', 'dan', 'ukuran', 'ukuran', 'pas', 'daya', 'tahan', 'pakai', 'mudah', 'awet', 'belum', 'di', 'pakai', 'pengiriman', 'cepat']","['lumayan', 'untuk', 'harga', 'segitu', 'sedikit', 'sobek', 'tapi', 'masih', 'bisa', 'di', 'pakai', 'bentuk', 'dan', 'ukuran', 'ukuran', 'pas', 'daya', 'tahan', 'pakai', 'mudah', 'awet', 'belum', 'di', 'pakai', 'pengiriman', 'cepat']","['lumayan', 'harga', 'segitu', 'sobek', 'pakai', 'bentuk', 'ukuran', 'ukuran', 'pas', 'daya', 'tahan', 'pakai', 'mudah', 'awet', 'pakai', 'pengiriman', 'cepat']","['lumayan', 'harga', 'segitu', 'sobek', 'pakai', 'bentuk', 'ukur', 'ukur', 'pas', 'daya', 'tahan', 'pakai', 'mudah', 'awet', 'pakai', 'kirim', 'cepat']","lumayan harga segitu sobek pakai bentuk ukur ukur pas daya tahan pakai mudah awet pakai kirim cepat",""
"Mendarat aman sesuai pesanan rapi pengiriman cpt brang bgus harga terjangkau kualitas lumayan bgus dn pas di pke,,serta amanah,,.","Mendarat aman sesuai pesanan rapi pengiriman cpt brang bgus harga terjangkau kualitas lumayan bgus dn pas di pke serta amanah","mendarat aman sesuai pesanan rapi pengiriman cpt brang bgus harga terjangkau kualitas lumayan bgus dn pas di pke serta amanah","['mendarat', 'aman', 'sesuai', 'pesanan', 'rapi', 'pengiriman', 'cpt', 'brang', 'bgus', 'harga', 'terjangkau', 'kualitas', 'lumayan', 'bgus', 'dn', 'pas', 'di', 'pke', 'serta', 'amanah']","['mendarat', 'aman', 'sesuai', 'pesanan', 'rapi', 'pengiriman', 'cpt', 'brang', 'bgus', 'harga', 'terjangkau', 'kualitas', 'lumayan', 'bgus', 'dn', 'pas', 'di', 'pke', 'serta', 'amanah']","['mendarat', 'aman', 'sesuai', 'pesanan', 'rapi', 'pengiriman', 'cpt', 'brang', 'bgus', 'harga', 'terjangkau', 'kualitas', 'lumayan', 'bgus', 'dn', 'pas', 'pke', 'amanah']","['darat', 'aman', 'sesuai', 'pesan', 'rapi', 'kirim', 'cpt', 'brang', 'bgus', 'harga', 'jangkau', 'kualitas', 'lumayan', 'bgus', 'dn', 'pas', 'pke', 'amanah']","darat aman sesuai pesan rapi kirim cpt brang bgus harga jangkau kualitas lumayan bgus dn pas pke amanah",""
"Lumayan, sesuai harga, ringan sayang talinya sangat kecil","Lumayan sesuai harga ringan sayang talinya sangat kecil","lumayan sesuai harga ringan sayang talinya sangat kecil","['lumayan', 'sesuai', 'harga', 'ringan', 'sayang', 'talinya', 'sangat', 'kecil']","['lumayan', 'sesuai', 'harga', 'ringan', 'sayang', 'talinya', 'sangat', 'kecil']","['lumayan', 'sesuai', 'harga', 'ringan', 'sayang', 'talinya']","['lumayan', 'sesuai', 'harga', 'ringan', 'sayang', 'tali']","lumayan sesuai harga ringan sayang tali",""
"Bentuk dan ukuran: Pas Aroma: wangi Daya tahan pakai: Semoga tahan laama","Bentuk dan ukuran Pas Aroma wangi Daya tahan pakai Semoga tahan laama","bentuk dan ukuran pas aroma wangi daya tahan pakai semoga tahan laama","['bentuk', 'dan', 'ukuran', 'pas', 'aroma', 'wangi', 'daya', 'tahan', 'pakai', 'semoga', 'tahan', 'laama']","['bentuk', 'dan', 'ukuran', 'pas', 'aroma', 'wangi', 'daya', 'tahan', 'pakai', 'semoga', 'tahan', 'laama']","['bentuk', 'ukuran', 'pas', 'aroma', 'wangi', 'daya', 'tahan', 'pakai', 'semoga', 'tahan', 'laama']","['bentuk', 'ukur', 'pas', 'aroma', 'wangi', 'daya', 'tahan', 'pakai', 'moga', 'tahan', 'laama']","bentuk ukur pas aroma wangi daya tahan pakai moga tahan laama",""
"Barangnya bagus, foto sesuai dgn aslinya,, real","Barangnya bagus foto sesuai dgn aslinya real","barangnya bagus foto sesuai dgn aslinya real","['barangnya', 'bagus', 'foto', 'sesuai', 'dgn', 'aslinya', 'real']","['barangnya', 'bagus', 'foto', 'sesuai', 'dgn', 'aslinya', 'real']","['barangnya', 'bagus', 'foto', 'sesuai', 'dgn', 'aslinya', 'real']","['barang', 'bagus', 'foto', 'sesuai', 'dgn', 'asli', 'real']","barang bagus foto sesuai dgn asli real",""
"pesanan sudah sampai pengiriman sedikit terlambat tapi gpp lah sepatunya sesuai gambar tapi ada dikit benang yang ga rapi di sepatu sebla kiri tapi ggp lumayan baguss maatap","pesanan sudah sampai pengiriman sedikit terlambat tapi gpp lah sepatunya sesuai gambar tapi ada dikit benang yang ga rapi di sepatu sebla kiri tapi ggp lumayan baguss maatap","pesanan sudah sampai pengiriman sedikit terlambat tapi gpp lah sepatunya sesuai gambar tapi ada dikit benang yang ga rapi di sepatu sebla kiri tapi ggp lumayan baguss maatap","['pesanan', 'sudah', 'sampai', 'pengiriman', 'sedikit', 'terlambat', 'tapi', 'gpp', 'lah', 'sepatunya', 'sesuai', 'gambar', 'tapi', 'ada', 'dikit', 'benang', 'yang', 'ga', 'rapi', 'di', 'sepatu', 'sebla', 'kiri', 'tapi', 'ggp', 'lumayan', 'baguss', 'maatap']","['pesanan', 'sudah', 'sampai', 'pengiriman', 'sedikit', 'terlambat', 'tapi', 'gpp', 'lah', 'sepatunya', 'sesuai', 'gambar', 'tapi', 'ada', 'dikit', 'benang', 'yang', 'tidak', 'rapi', 'di', 'sepatu', 'sebla', 'kiri', 'tapi', 'ggp', 'lumayan', 'baguss', 'maatap']","['pesanan', 'pengiriman', 'terlambat', 'gpp', 'sepatunya', 'sesuai', 'gambar', 'dikit', 'benang', 'rapi', 'sepatu', 'sebla', 'kiri', 'ggp', 'lumayan', 'baguss', 'maatap']","['pesan', 'kirim', 'lambat', 'gpp', 'sepatu', 'sesuai', 'gambar', 'dikit', 'benang', 'rapi', 'sepatu', 'sebla', 'kiri', 'ggp', 'lumayan', 'baguss', 'maatap']","pesan kirim lambat gpp sepatu sesuai gambar dikit benang rapi sepatu sebla kiri ggp lumayan baguss maatap",""
"Untuk hrg 65k rumayan tp sayang tdk sesuai gambar untuk tali nya d gambar tali putih yg dtg abu2 meski tdk 100%sama gambar tp rumayan lah hrg segitu..mks toko lain kali yg sesuai ok suxses selalu dah..","Untuk hrg 65k rumayan tp sayang tdk sesuai gambar untuk tali nya d gambar tali putih yg dtg abu2 meski tdk 100 sama gambar tp rumayan lah hrg segitu mks toko lain kali yg sesuai ok suxses selalu dah","untuk hrg 65k rumayan tp sayang tdk sesuai gambar untuk tali nya d gambar tali putih yg dtg abu2 meski tdk 100 sama gambar tp rumayan lah hrg segitu mks toko lain kali yg sesuai ok suxses selalu dah","['untuk', 'hrg', '65k', 'rumayan', 'tp', 'sayang', 'tdk', 'sesuai', 'gambar', 'untuk', 'tali', 'nya', 'd', 'gambar', 'tali', 'putih', 'yg', 'dtg', 'abu2', 'meski', 'tdk', '100', 'sama', 'gambar', 'tp', 'rumayan', 'lah', 'hrg', 'segitu', 'mks', 'toko', 'lain', 'kali', 'yg', 'sesuai', 'ok', 'suxses', 'selalu', 'dah']","['untuk', 'hrg', '65k', 'rumayan', 'tapi', 'sayang', 'tdk', 'sesuai', 'gambar', 'untuk', 'tali', 'nya', 'd', 'gambar', 'tali', 'putih', 'yang', 'dtg', 'abu2', 'meski', 'tdk', '100', 'sama', 'gambar', 'tapi', 'rumayan', 'lah', 'hrg', 'segitu', 'mks', 'toko', 'lain', 'kali', 'yang', 'sesuai', 'oke', 'suxses', 'selalu', 'dah']","['hrg', '65k', 'rumayan', 'sayang', 'tdk', 'sesuai', 'gambar', 'tali', 'gambar', 'tali', 'putih', 'dtg', 'abu2', 'tdk', '100', 'gambar', 'rumayan', 'hrg', 'segitu', 'mks', 'toko', 'sesuai', 'oke', 'suxses', 'dah']","['hrg', '65k', 'rumayan', 'sayang', 'tdk', 'sesuai', 'gambar', 'tali', 'gambar', 'tali', 'putih', 'dtg', 'abu2', 'tdk', '100', 'gambar', 'rumayan', 'hrg', 'segitu', 'mks', 'toko', 'sesuai', 'oke', 'suxses', 'dah']","hrg 65k rumayan sayang tdk sesuai gambar tali gambar tali putih dtg abu2 tdk 100 gambar rumayan hrg segitu mks toko sesuai oke suxses dah",""
"Bentuk bagus dan ukuranya pas sekali mudah mudahan daya pakai nya kuat terima kasih","Bentuk bagus dan ukuranya pas sekali mudah mudahan daya pakai nya kuat terima kasih","bentuk bagus dan ukuranya pas sekali mudah mudahan daya pakai nya kuat terima kasih","['bentuk', 'bagus', 'dan', 'ukuranya', 'pas', 'sekali', 'mudah', 'mudahan', 'daya', 'pakai', 'nya', 'kuat', 'terima', 'kasih']","['bentuk', 'bagus', 'dan', 'ukuranya', 'pas', 'sekali', 'mudah', 'mudahan', 'daya', 'pakai', 'nya', 'kuat', 'terima', 'kasih']","['bentuk', 'bagus', 'ukuranya', 'pas', 'mudah', 'mudahan', 'daya', 'pakai', 'kuat', 'terima', 'kasih']","['bentuk', 'bagus', 'ukuranya', 'pas', 'mudah', 'mudah', 'daya', 'pakai', 'kuat', 'terima', 'kasih']","bentuk bagus ukuranya pas mudah mudah daya pakai kuat terima kasih",""
"Barang sesuai pesanan, trnyata kekecilan dikit saya pesen ukuran 40.. tau gitu pesen yg ukuran 41.. dengan harga segitu okelah","Barang sesuai pesanan trnyata kekecilan dikit saya pesen ukuran 40 tau gitu pesen yg ukuran 41 dengan harga segitu okelah","barang sesuai pesanan trnyata kekecilan dikit saya pesen ukuran 40 tau gitu pesen yg ukuran 41 dengan harga segitu okelah","['barang', 'sesuai', 'pesanan', 'trnyata', 'kekecilan', 'dikit', 'saya', 'pesen', 'ukuran', '40', 'tau', 'gitu', 'pesen', 'yg', 'ukuran', '41', 'dengan', 'harga', 'segitu', 'okelah']","['barang', 'sesuai', 'pesanan', 'trnyata', 'kekecilan', 'dikit', 'saya', 'pesen', 'ukuran', '40', 'tau', 'gitu', 'pesen', 'yang', 'ukuran', '41', 'dengan', 'harga', 'segitu', 'okelah']","['barang', 'sesuai', 'pesanan', 'trnyata', 'kekecilan', 'dikit', 'pesen', 'ukuran', '40', 'tau', 'gitu', 'pesen', 'ukuran', '41', 'harga', 'segitu', 'okelah']","['barang', 'sesuai', 'pesan', 'trnyata', 'kecil', 'dikit', 'sen', 'ukur', '40', 'tau', 'gitu', 'sen', 'ukur', '41', 'harga', 'segitu', 'oke']","barang sesuai pesan trnyata kecil dikit sen ukur 40 tau gitu sen ukur 41 harga segitu oke",""
"Barang sesuai gambar. & Kualitas Nya baik dengan harga segitu, next order lagi yang warna hitam nya","Barang sesuai gambar Kualitas Nya baik dengan harga segitu next order lagi yang warna hitam nya","barang sesuai gambar kualitas nya baik dengan harga segitu next order lagi yang warna hitam nya","['barang', 'sesuai', 'gambar', 'kualitas', 'nya', 'baik', 'dengan', 'harga', 'segitu', 'next', 'order', 'lagi', 'yang', 'warna', 'hitam', 'nya']","['barang', 'sesuai', 'gambar', 'kualitas', 'nya', 'baik', 'dengan', 'harga', 'segitu', 'next', 'order', 'lagi', 'yang', 'warna', 'hitam', 'nya']","['barang', 'sesuai', 'gambar', 'kualitas', 'harga', 'segitu', 'next', 'order', 'warna', 'hitam']","['barang', 'sesuai', 'gambar', 'kualitas', 'harga', 'segitu', 'next', 'order', 'warna', 'hitam']","barang sesuai gambar kualitas harga segitu next order warna hitam",""
"Bagian belakang lem nya ada yg lepas harus di sol/jahit lagi spy lebih kuat, catnya agak kurang rapi, dg harga segitu ya wajarlah.","Bagian belakang lem nya ada yg lepas harus di sol jahit lagi spy lebih kuat catnya agak kurang rapi dg harga segitu ya wajarlah","bagian belakang lem nya ada yg lepas harus di sol jahit lagi spy lebih kuat catnya agak kurang rapi dg harga segitu ya wajarlah","['bagian', 'belakang', 'lem', 'nya', 'ada', 'yg', 'lepas', 'harus', 'di', 'sol', 'jahit', 'lagi', 'spy', 'lebih', 'kuat', 'catnya', 'agak', 'kurang', 'rapi', 'dg', 'harga', 'segitu', 'ya', 'wajarlah']","['bagian', 'belakang', 'lem', 'nya', 'ada', 'yang', 'lepas', 'harus', 'di', 'sol', 'jahit', 'lagi', 'spy', 'lebih', 'kuat', 'catnya', 'agak', 'kurang', 'rapi', 'dg', 'harga', 'segitu', 'ya', 'wajarlah']","['lem', 'lepas', 'sol', 'jahit', 'spy', 'kuat', 'catnya', 'rapi', 'dg', 'harga', 'segitu', 'wajarlah']","['lem', 'lepas', 'sol', 'jahit', 'spy', 'kuat', 'cat', 'rapi', 'dg', 'harga', 'segitu', 'wajar']","lem lepas sol jahit spy kuat cat rapi dg harga segitu wajar",""
"Sangat bagus sesuai pesanan,, semoga awet dan amanah,kurir bagus terpercaya,, makasih buat toko dan kurir dan jug aplikasi ini...","Sangat bagus sesuai pesanan semoga awet dan amanah kurir bagus terpercaya makasih buat toko dan kurir dan jug aplikasi ini","sangat bagus sesuai pesanan semoga awet dan amanah kurir bagus terpercaya makasih buat toko dan kurir dan jug aplikasi ini","['sangat', 'bagus', 'sesuai', 'pesanan', 'semoga', 'awet', 'dan', 'amanah', 'kurir', 'bagus', 'terpercaya', 'makasih', 'buat', 'toko', 'dan', 'kurir', 'dan', 'jug', 'aplikasi', 'ini']","['sangat', 'bagus', 'sesuai', 'pesanan', 'semoga', 'awet', 'dan', 'amanah', 'kurir', 'bagus', 'terpercaya', 'makasih', 'buat', 'toko', 'dan', 'kurir', 'dan', 'jug', 'aplikasi', 'ini']","['bagus', 'sesuai', 'pesanan', 'semoga', 'awet', 'amanah', 'kurir', 'bagus', 'terpercaya', 'makasih', 'toko', 'kurir', 'jug', 'aplikasi']","['bagus', 'sesuai', 'pesan', 'moga', 'awet', 'amanah', 'kurir', 'bagus', 'percaya', 'makasih', 'toko', 'kurir', 'jug', 'aplikasi']","bagus sesuai pesan moga awet amanah kurir bagus percaya makasih toko kurir jug aplikasi",""
"Barang bagus sesuae yg sayang pesan walau pun agak terlbat sampaixa","Barang bagus sesuae yg sayang pesan walau pun agak terlbat sampaixa","barang bagus sesuae yg sayang pesan walau pun agak terlbat sampaixa","['barang', 'bagus', 'sesuae', 'yg', 'sayang', 'pesan', 'walau', 'pun', 'agak', 'terlbat', 'sampaixa']","['barang', 'bagus', 'sesuae', 'yang', 'sayang', 'pesan', 'walau', 'pun', 'agak', 'terlbat', 'sampaixa']","['barang', 'bagus', 'sesuae', 'sayang', 'pesan', 'terlbat', 'sampaixa']","['barang', 'bagus', 'sesuae', 'sayang', 'pesan', 'terlbat', 'sampaixa']","barang bagus sesuae sayang pesan terlbat sampaixa",""
"Ma,af baru di ambil paket nya.paket nya sdh smpai","Ma af baru di ambil paket nya paket nya sdh smpai","ma af baru di ambil paket nya paket nya sdh smpai","['ma', 'af', 'baru', 'di', 'ambil', 'paket', 'nya', 'paket', 'nya', 'sdh', 'smpai']","['ma', 'af', 'baru', 'di', 'ambil', 'paket', 'nya', 'paket', 'nya', 'sudah', 'smpai']","['ma', 'af', 'ambil', 'paket', 'paket', 'smpai']","['ma', 'af', 'ambil', 'paket', 'paket', 'smpai']","ma af ambil paket paket smpai",""
"bagus, sesuai pesanan.harga juga murah.moga awet & tahan","bagus sesuai pesanan harga juga murah moga awet tahan","bagus sesuai pesanan harga juga murah moga awet tahan","['bagus', 'sesuai', 'pesanan', 'harga', 'juga', 'murah', 'moga', 'awet', 'tahan']","['bagus', 'sesuai', 'pesanan', 'harga', 'juga', 'murah', 'moga', 'awet', 'tahan']","['bagus', 'sesuai', 'pesanan', 'harga', 'murah', 'moga', 'awet', 'tahan']","['bagus', 'sesuai', 'pesan', 'harga', 'murah', 'moga', 'awet', 'tahan']","bagus sesuai pesan harga murah moga awet tahan",""
"Yaa lumayan lah bagus SM di gambar ya namanya jg harga murah","Yaa lumayan lah bagus SM di gambar ya namanya jg harga murah","yaa lumayan lah bagus sm di gambar ya namanya jg harga murah","['yaa', 'lumayan', 'lah', 'bagus', 'sm', 'di', 'gambar', 'ya', 'namanya', 'jg', 'harga', 'murah']","['yaa', 'lumayan', 'lah', 'bagus', 'sama', 'di', 'gambar', 'ya', 'namanya', 'jg', 'harga', 'murah']","['yaa', 'lumayan', 'bagus', 'gambar', 'namanya', 'jg', 'harga', 'murah']","['yaa', 'lumayan', 'bagus', 'gambar', 'nama', 'jg', 'harga', 'murah']","yaa lumayan bagus gambar nama jg harga murah",""
"Alhamdllah.paket.datang nya cepat.dan sesuai pesanan.barang nya bagus.maksh untuk semua nya sukses sellu.buat kutur dan seler nya.🤲🤲🤲","Alhamdllah paket datang nya cepat dan sesuai pesanan barang nya bagus maksh untuk semua nya sukses sellu buat kutur dan seler nya","alhamdllah paket datang nya cepat dan sesuai pesanan barang nya bagus maksh untuk semua nya sukses sellu buat kutur dan seler nya","['alhamdllah', 'paket', 'datang', 'nya', 'cepat', 'dan', 'sesuai', 'pesanan', 'barang', 'nya', 'bagus', 'maksh', 'untuk', 'semua', 'nya', 'sukses', 'sellu', 'buat', 'kutur', 'dan', 'seler', 'nya']","['alhamdllah', 'paket', 'datang', 'nya', 'cepat', 'dan', 'sesuai', 'pesanan', 'barang', 'nya', 'bagus', 'maksh', 'untuk', 'semua', 'nya', 'sukses', 'sellu', 'buat', 'kutur', 'dan', 'seler', 'nya']","['alhamdllah', 'paket', 'cepat', 'sesuai', 'pesanan', 'barang', 'bagus', 'maksh', 'sukses', 'sellu', 'kutur', 'seler']","['alhamdllah', 'paket', 'cepat', 'sesuai', 'pesan', 'barang', 'bagus', 'maksh', 'sukses', 'sellu', 'tur', 'seler']","alhamdllah paket cepat sesuai pesan barang bagus maksh sukses sellu tur seler",""
"Bagus,kualitas sesuai hargalah..terima kasih","Bagus kualitas sesuai hargalah terima kasih","bagus kualitas sesuai hargalah terima kasih","['bagus', 'kualitas', 'sesuai', 'hargalah', 'terima', 'kasih']","['bagus', 'kualitas', 'sesuai', 'hargalah', 'terima', 'kasih']","['bagus', 'kualitas', 'sesuai', 'hargalah', 'terima', 'kasih']","['bagus', 'kualitas', 'sesuai', 'harga', 'terima', 'kasih']","bagus kualitas sesuai harga terima kasih",""
"Paket tepat waktu Barang lumayan bagus","Paket tepat waktu Barang lumayan bagus","paket tepat waktu barang lumayan bagus","['paket', 'tepat', 'waktu', 'barang', 'lumayan', 'bagus']","['paket', 'tepat', 'waktu', 'barang', 'lumayan', 'bagus']","['paket', 'waktu', 'barang', 'lumayan', 'bagus']","['paket', 'waktu', 'barang', 'lumayan', 'bagus']","paket waktu barang lumayan bagus",""
"Paket sudah sampai, bahan sesuai sama yg di foto terimakasih kak.","Paket sudah sampai bahan sesuai sama yg di foto terimakasih kak","paket sudah sampai bahan sesuai sama yg di foto terimakasih kak","['paket', 'sudah', 'sampai', 'bahan', 'sesuai', 'sama', 'yg', 'di', 'foto', 'terimakasih', 'kak']","['paket', 'sudah', 'sampai', 'bahan', 'sesuai', 'sama', 'yang', 'di', 'foto', 'terimakasih', 'kak']","['paket', 'bahan', 'sesuai', 'foto', 'terimakasih', 'kak']","['paket', 'bahan', 'sesuai', 'foto', 'terimakasih', 'kak']","paket bahan sesuai foto terimakasih kak",""
"Sepatu ya sangat bagus sya suka sesuai SMA pesanan nya Poko ya mantul","Sepatu ya sangat bagus sya suka sesuai SMA pesanan nya Poko ya mantul","sepatu ya sangat bagus sya suka sesuai sma pesanan nya poko ya mantul","['sepatu', 'ya', 'sangat', 'bagus', 'sya', 'suka', 'sesuai', 'sma', 'pesanan', 'nya', 'poko', 'ya', 'mantul']","['sepatu', 'ya', 'sangat', 'bagus', 'sya', 'suka', 'sesuai', 'sma', 'pesanan', 'nya', 'poko', 'ya', 'mantap betul']","['sepatu', 'bagus', 'sya', 'suka', 'sesuai', 'sma', 'pesanan', 'poko', 'mantap betul']","['sepatu', 'bagus', 'sya', 'suka', 'sesuai', 'sma', 'pesan', 'poko', 'mantap betul']","sepatu bagus sya suka sesuai sma pesan poko mantap betul",""
"Sepatunya bagus,dapat harga segitu termasuk murah.","Sepatunya bagus dapat harga segitu termasuk murah","sepatunya bagus dapat harga segitu termasuk murah","['sepatunya', 'bagus', 'dapat', 'harga', 'segitu', 'termasuk', 'murah']","['sepatunya', 'bagus', 'dapat', 'harga', 'segitu', 'termasuk', 'murah']","['sepatunya', 'bagus', 'harga', 'segitu', 'murah']","['sepatu', 'bagus', 'harga', 'segitu', 'murah']","sepatu bagus harga segitu murah",""
"Daya tahan pakai: Kuat anti selip Bentuk dan ukuran: Bagus/ pass banget","Daya tahan pakai Kuat anti selip Bentuk dan ukuran Bagus pass banget","daya tahan pakai kuat anti selip bentuk dan ukuran bagus pass banget","['daya', 'tahan', 'pakai', 'kuat', 'anti', 'selip', 'bentuk', 'dan', 'ukuran', 'bagus', 'pass', 'banget']","['daya', 'tahan', 'pakai', 'kuat', 'anti', 'selip', 'bentuk', 'dan', 'ukuran', 'bagus', 'pass', 'banget']","['daya', 'tahan', 'pakai', 'kuat', 'anti', 'selip', 'bentuk', 'ukuran', 'bagus', 'pass', 'banget']","['daya', 'tahan', 'pakai', 'kuat', 'anti', 'selip', 'bentuk', 'ukur', 'bagus', 'pass', 'banget']","daya tahan pakai kuat anti selip bentuk ukur bagus pass banget",""
